,MASTER_STYLE,STYLE_NAME,UNIQUE_SKU
13622,ALIGN PANT II,ALIGN 7/8 PANT ASIA,5.0
13623,SS SHAPE UP SHRUG,SS SHAPE UP SHRUG,3.0
13624,STUDIO BOXER,LOCK 'EM DOWN TRUNK,2.0
13625,HIGH TIMES CROP,HIGH TIMES CROP TECH MESH,5.0
13626,RUNDER UNDER LS,RUNDER UNDER LS,3.0
13627,COOLDOWN HOODIE,COOLDOWN HOODIE,5.0
13628,LA OPEN BACK MOCK NECK LONG SLEEVE SHIRT,LA OPEN BACK MOCK NECK LONG SLEEVE SHIRT,5.0
13629,POWER PLANK SPORTS BRA,POWER PLANK SPORTS BRA,3.0
13630,MULA BUNDLE WRAP,MULA BUNDLE WRAP,2.0
13631,WILL THE WAVE TANK,WILL THE WAVE TANK,4.0
13632,GO TO CROP TEE,OK HI TEE HYPER STRIPE,1.0
13633,BLISSED OUT SHORT,BLISSED OUT SHORT,3.0
13634,MENS TRAINER SHORT,TRAINER SHORT,3.0
13635,COOL CONDITION PANT,COOL CONDITION PANT,3.0
13636,COMPASS PANT,COMPASS PANT 7/8,3.0
13637,POWER Y TANK,POWER Y TANK ASIA,4.0
13638,CADENCE T,CADENCE TEE,3.0
13639,RUN INSPIRE CROP II,RUN INSPIRE CROP BLOCKIT,4.0
13640,AFTER CLASS CARDIGAN,AFTER CLASS CARDIGAN,5.0
13641,WALTZ PANT *R,WALTZ PANT *R,2.0
13642,LIVE TO DANCE CROP,LIVE TO DANCE CROP,3.0
13643,PERFECT YOUR PRACTICE JACKET,PERFECT YOUR PRACTICE JACKET (DO NOT USE),3.0
13644,LODE SINGLET,LODE SINGLETTE,2.0
13645,COMPANY SWEATER,COMPANY SWEATER,5.0
13646,WAVE RIDER HIPSTER BOTTOM,WAVE RIDER HIPSTER BOTTOM,3.0
13647,METAL VENT TECH SHORT SLEEVE,METAL VENT TECH SS SPACE DYE SLEEVE,2.0
13648,CITY ADVENTURER BACKPACK NANO,CITY ADVENTURER BACKPACK NANO ,2.0
13649,BABY SASSY PANT,BABY SASSY PANT,3.0
13650,CAN'T STOP PANT LL,CAN'T STOP PANT II,3.0
13651,KUNG FU JACKET,KUNG FU JACKET,5.0
13652,SAND TO SAVASANA DUFFEL,SAND TO SAVASANA DUFFEL,2.0
13653,RUN: SWIFTLY TECH RACERBACK,RUN: SWIFTLY TECH RACERBACK - WHITE,3.0
13654,CIRCUIT PANT,CIRCUIT PANT,4.0
13655,NEW ZONE IN 7/8 TIGHT,ZONE IN 7/8 TIGHT,4.0
13656,RUN STASH AND DASH PULLOVER,RUN STASH AND DASH PULLOVER,2.0
13657,LIVELY CREWNECK TEE,LIVELY CREWNECK TEE VITASEA,2.0
13658,STASH IT TANK,STASH IT TANK,3.0
13659,JUST PLEAT IT TANK *MESH,JUST PLEAT IT TANK *MESH,3.0
13660,BACK STAGE TANK,FRONT AND CENTER TANK,2.0
13661,ROUTINE SHORT,ROUTINE SHORT II,4.0
13662,RUN MOD MOVES SS,RUN MOD MOVES SS,2.0
13663,The Flex Pant,THE FLEX PANT,2.0
13664,BLISSED OUT SHORT,BLISSED OUT SHORT II,5.0
13665,GROOVE PANT SNEAKR,GRV PT*SNEAKR*RFLV,4.0
13666,SWIFTLY TECH SS CREW PARIS REFLECTIVE,SWIFTLY TECH SS CREW PARIS REFLECTIVE,5.0
13667,FRESHLY SQUEEZED BOTTLE,FRESHLY SQUEEZED BOTTLE,3.0
13668,SURGE JOGGER Q119,SURGE JOGGER *ASIA,5.0
13669,ENDEAVOR PANT,ENDEAVOR PANT*LMT,3.0
13670,DOMAIN BEACH HOODIE,DOMAIN HOODIE,5.0
13671,FLUFF OFF VEST,FLUFF OFF VEST,3.0
13672,REVOLUTION JACKET,REVOLUTION JACKET,4.0
13673,Cec Tigris Black,CEC TIGRIS BLACK,1.0
13674,COMMISSION MESSENGER,COMMISSION MESSENGER,1.0
13675,WONDER UNDER TIGHT*R,WONDER UNDER TIGHT*R,3.0
13676,TRUE SELF TANK,TRUE SELF TANK,1.0
13677,SEVA PANT,SAVA PANT,5.0
13678,DIVISION V,DIVISION V,2.0
13679,DOWN THE COAST SWEATER,DOWN THE COAST SWEATER,4.0
13680,RUN WITH ME GLOVES,REVERSIBLE RUN WITH ME GLOVES,3.0
13681,HIGH ENERGY SINGLET,HIGH ENERGY SINGLET,3.0
13682,La Fortuna Small Tote Lthr,LA FORTUNA SMALL TOTE LTHR,1.0
13683,GOING PLACES HOODED JACKET*BRY,GOING PLACES HOODED JACKET*BRY,4.0
13684,ON THE DOUBLE TANK,ON THE DOUBLE TANK,4.0
13685,PACE BREAKER SHORT,PACE BREAKER SHORT H20,3.0
13686,FEELIN FROSTY SOFTSHELL JACKET,FEELIN FROSTY SOFTSHELL JACKET,2.0
13687,BREATHE EASY PANT,BREATHE EASY PANT,2.0
13688,OM THE GO PONCHO,OM THE GO PONCHO,2.0
13689,LONG INSULATED JACKET,LONG INSULATED JACKET,3.0
13690,GRATITUDE WRAP,GRATITUDE WRAP,4.0
13691,STILL CROP,STILL CROP,3.0
13692,MENS OPEN JACKET,MEN'S OPEN JACKETS/VESTS,3.0
13693,RUN OR RACKET DRESS,RUN OR RACKET DRESS,2.0
13694,RUN WARM UP CREW,WARM UP CREW,3.0
13695,SUNDOWN KNIT WRAP,SUNDOWN KNIT WRAP,3.0
13696,QUICK STEP PANT,QUICK STEP PANT,3.0
13697,Vested Blazer,VESTED BLAZER,3.0
13698,RUN: SWIFTLY TECH TANK,RUN SWIFTLY TECH TANK STITCH STRIPE WHITE,2.0
13699,VIRASANA BLANKET WRAP,VIRASANA BLANKET WRAP,3.0
13700,WUNDER UNDER CROP,BUILD YOUR OWN WUNDER UNDER CROP,4.0
13701,CLIP IN LS,CLIP IN LS,4.0
13702,TOTALLY TOASTY TOQUE,TOTALLY TOASTY TOQUE,2.0
13703,BARRE STAR CROP,BARRE STAR CROP,2.0
13704,LIGHTNING TECH TOP,LIGHTNING TECH TOP,4.0
13705,CLUB JACKET,CLUB JACKET,3.0
13706,IN MIND PANT 30,IN MIND PANT 27IN,1.0
13707,SCHOOL TO STUDIO BACKPACK,SCHOOL TO STUDIO BACKPACK,2.0
13708,SURGE SHORT 7,SURGE SHORT 7-SW,1.0
13709,SUMMIT SPRINTER ZIP PULLOVER,SUMMIT SPRINTER ZIP PULLOVER,4.0
13710,CHAI TIME PULLOVER,CHAI TIME PULLOVER II,4.0
13711,PROTEAN SS,PROTEAN SS REFLECT ART,2.0
13712,SHAPE JACKET,SHAPE JACKET,5.0
13713,FREEDOM SPORTS BRA,FREEDOM SPORTS BRA,4.0
13714,TRI-BABE SINGLETTE,TRI-BABE SINGLETTE,2.0
13715,JUST PLEAT IT TANK APAC WI19,JUST PLEAT IT TANK,3.0
13716,WATER: STRIDE TO TIDE TANK,STRIDE TO TIDE TANK,3.0
13717,BLISSED OUT GLOVES,BLISSED OUT GLOVES,3.0
13718,EVERYWHERE POUCH,EVERYWHERE POUCH,2.0
13719,RUN: SWIFTLY TECH SS SCOOP,RUN SWIFTLY TECH SS SCOOP 6X2 BLACK,3.0
13720,FT YOGI EVERYDAY TANK,YOGI EVERYDAY TANK NASHVILLE,3.0
13721,OPEN SOUL TANK,OPEN SOUL TANK,3.0
13722,HOTTY HOT SHORT LR,HOTTY HOT SHORT *SEAWHEEZE,3.0
13723,SCUBA HOODIE,SCUBA HOODIE STRETCH SE RUFFLED UP,2.0
13724,UP THE PACE CROP,UP THE PACE CROP,2.0
13725,FAST AND FREE JACKET Q219,FAST AND FREE JACKET - BARRY,7.0
13726,LOVE TANK II,LOVE TANK *EDMNTN,1.0
13727,EINN SHELL,EINN SHELL-BVB,3.0
13728,BALLER HAT II,BALLER HAT *NYC,1.0
13729,FORME PANT,FORME PANT,3.0
13730,RUN INSPIRE CROP II,RUN INSPIRE CROP II REFLECT,3.0
13731,TWISTED AND TUCKED PANT,TWISTED AND TUCKED PANT ES,2.0
13732,RUN: SWIFTLY TECH SS SCOOP,RUN SWIFTLY TECH SS SCOOP SPACE DYE WHITE,3.0
13733,ON THE GO GLOVES,ON THE GO GLOVES,2.0
13734,EL COURT SHORT-BVB,EL COURT 9 SHORT-BVB US,2.0
13735,FORMULA PANT,FORMULA PANT,2.0
13736,RUN SPEED SHORT,RUN SPEED SHORT QUILT,3.0
13737,PACE BREAKER SHORT,PACE BREAKER SHORT WANDERLUST,1.0
13738,SCULPT TANK *TIE BACK ES,SCULPT TANK *TIE BACK ES,3.0
13739,CABIN LS TEE,CABIN LS TEE,4.0
13740,MOBILITY BLAZER,MOBILITY BLAZER,1.0
13741,CARRY-ON HOODIE,CARRY ON HOODIE,3.0
13742,EBB AND FLOW BRA,EBB & FLOW BRA,5.0
13743,ST MORITZ JERSEY,ST MORITZ JERSEY,3.0
13744,MEESH TEE,MEESH T,2.0
13745,CHILLY BOMBER,CHILLY BOMBER,4.0
13746,MODERN RACER TANK,MODERN RACER TANK VITASEA,2.0
13747,CHARMING TWIST HEADBAND,CHARMING TWIST HEADBAND,2.0
13748,YEAH YOGA TANK,YEAH YOGA TANK,3.0
13749,GROOVE PANT,REVERSE GROOVE PANT *PETITE,5.0
13750,RACE YOUR PACE 1/2 ZIP,RACE YOUR PACE 1/2 ZIP,3.0
13751,ANYTIME SKIRT,ANYTIME SKIRT,3.0
13752,METAL VENT TECH 1/2 ZIP,METAL VENT TECH ZIP*CAMO,2.0
13753,PARTY OM HEADBAND,PARTY OM HEADBAND,2.0
13754,UP FRONT SS V,UP FRONT SS V,3.0
13755,FLOW Y BRA *NULU,FLOW Y BRA II,4.0
13756,DYNAMITE SS TECH,DYNAMITE SS TECH,3.0
13757,ANGELA TEST OW MASTER STYLE,BREAK AWAY JACKET,2.0
13758,Varick Crew,VARICK CREW,2.0
13759,FT WUNDER UNDER CROP HI-RISE,WUNDER UNDER CROP HI-RISE SSF,3.0
13760,SCUBA HOODIE *LIGHT APAC SU20,SCUBA HOODIE *LIGHT,3.0
13761,SWEAT TO SWEET HEADWRAP,SWEAT TO SWEET HEADWRAP,2.0
13762,SCUBA HOODIE,SCUBA LULU HOODIE,4.0
13763,5 YEAR BASIC T,5 YEAR BASIC T SSF,4.0
13764,RUN FAST TRACK TANK,RUN FAST TRACK TANK,4.0
13765,ABC JOGGER,ABC JOGGER - SHORTER - LIGHT LIFT,2.0
13766,NAMASTE EVERYDAY BRA,NAMASTE EVERYDAY BRA,4.0
13767,BE STILL PANT,BE STILL PANT*MS,5.0
13768,T.H.E. SHORT 7 NULUX LINED,T.H.E. SHORT 7 NULUX  LINED - DIGITAL PRINT,4.0
13769,SOJOURN HOODIE,SOJOURN HOODIE SE 18,3.0
13770,ICE QUEEN PANT,ICE QUEEN PANT,4.0
13771,METAL VENT TECH POLO,METAL VENT TECH POLO IRREGULAR DENIM TWILL NYLON DYE,3.0
13772,EASY BREATH BRA,EASY BREATH BRA,4.0
13773,Netted Sweatshirt,NETTED SWEATSHIRT,3.0
13774,RUN FOR FUN CROP,RUN FOR FUN CROP,6.0
13775,SEA ME RUN LS,WATER: SEA ME RUN LS,3.0
13776,WUNDER UNDER HI-RISE TIGHT,WUNDER UNDER HR TIGHT ASIA,4.0
13777,WUNDER UNDER HI-RISE 78 TIGHT,WUNDER UNDER HR 7/8 TIGHT SE*ASIA ,3.0
13778,SCOOP BACK LS,SCOOP BACK LS,2.0
13779,METAL VENT TECH SHORT SLEEVE,METAL VENT TECH SS SOLID SLV,2.0
13780,ASTRO SHORT,ASTRO SHORT,2.0
13781,CHILL AWAY PULLOVER,CHILL AWAY PULLOVER,2.0
13782,READY GO BAG,READY GO BAG,3.0
13783,WARM UP SWEATSHIRT,WARM-UP SWEATSHIRT,4.0
13784,RUN: SWIFTLY TECH SS CREW,SWIFTLY TECH SS CREW DOPE DYE *OL,3.0
13785,EN ROUTE JACKET,EN ROUTE JACKET,3.0
13786,GOOD TO GO SKIRT,GOOD TO GO SKIRT,2.0
13787,STREET TO PEAK TANK,STREET TO PEAK TANK,2.0
13788,LOVE TANK II,LOVE TANK II *EDM,6.0
13789,WEST COAST HOODIE,WEST COAST HOODIE,4.0
13790,FAST AND FREE HR FULL LENGTH TIGHT,FAST AND FREE HR FULL LENGTH - REFLECTIVE ART,2.0
13791,BACK UP LS,BACK UP LS,2.0
13792,POST PRACTICE TANK,POST PRACTICE TANK,2.0
13793,COOL RACERBACK,COOL RACERBACK* RACE LENGTH,2.0
13794,Penshirt,PENSHIRT,3.0
13795,TA TA TAMER II,TA TA TAMER II*L*G,3.0
13796,SERENE PANT,SERENE PANT,3.0
13797,KEEP BALANCE TANK,KEEP BALANCE TANK,1.0
13798,THROW BACK SCRUNCHIE,THROW BACK SCRUNCHIE,3.0
13799,READY SET GO BRA,READY SET GO BRA,2.0
13800,RUN SPEED SKIRT,RUN:SPEED SKIRT,2.0
13801,SHOW ME THE DISTANCE RUN SOCK *200N,SHOW ME THE DISTANCE SOCK *SILVER,3.0
13802,WUNDER UNDER HI-RISE TIGHT,WUNDER UNDER HR TIGHT - INVERTED FEATHERED JACQ,3.0
13803,RUN: SWIFTLY TECH LS SCOOP,RUN SWIFTLY LS SCOOP BEMIS RUCHED SIDE SEAMS,2.0
13804,FT THE REVERSIBLE MAT 5MM,THE REVERSIBLE MAT 5MM,1.0
13805,METAL VENT TECH SHORT SLEEVE,METAL VENT TECH SS *RPH,3.0
13806,TRAIN TO CONQUER RUN SOCK *200N,TRAIN TO CONQUER RUN SOCK *SILVER,4.0
13807,LOVE CREW FADE SW19,LOVE CREW FADE SW19,3.0
13808,SEAWALL TRACK PANT II,SEAWALL TRACK PANT 2.0-LINED,2.0
13809,RHYTHMIC CROP,RHYTHMIC CROP II,4.0
13810,LIGHT FOR LAYERING TANK,LIGHT FOR LAYERING TANK,2.0
13811,RUN: SWIFTLY TECH 1/2 ZIP,SWIFTLY 1/2 ZIP GRADIENT,3.0
13812,SURGE WARM FULL ZIP,SURGE WARM FULL ZIP - WET PRINT,1.0
13813,TURN IT UP LS,TURN IT UP LS,2.0
13814,FIND YOUR ZEN TANK,FIND YOUR ZEN TANK,3.0
13815,FLURRY FIGHTER PULLOVER,FLURRY FIGHTER PULLOVER,4.0
13816,EXTEND CROP *P,EXTEND CROP *P,2.0
13817,WATER: PADDLE CROP TOP,WATER: PADDLE CROP TOP,3.0
13818,MATCH POINT TANK,MATCH POINT TANK,2.0
13819,TEE OFF LS,TEE OFF LS,2.0
13820,TRAINER PANT,TRAINER PANT,3.0
13821,HUDDLE AND CUDDLE PANT,HUDDLE AND CUDDLE PANT,3.0
13822,ALIGNMENT CROP,ALIGNMENT CROP,3.0
13823,GROOVIN CROP *G,GROOVIN CROP *G,3.0
13824,WHISPER TANK,WHISPER TANK II,2.0
13825,AFTER ASANA PULLOVER,AFTER ASANA PULLOVER,2.0
13826,LET BE SS TEE,LET BE SS,2.0
13827,RUN INTERVAL JACKET,RUN: INTERVAL JACKET *G,4.0
13828,ELEVATE HENLEY,ELEVATE HENLEY,4.0
13829,RUNNER UP TEE,RUNNER UP TEE,4.0
13830,LAYERED LS TEE,LAYERED LS TEE,2.0
13831,SUPER LOVE TANK,SUPER LOVE TANK,4.0
13832,INNER CALM LS,INNER CALM LS,3.0
13833,PACIFIC BEACH HOODIE,PACIFIC BEACH HOODIE,2.0
13834,POST SAVASANA JACKET,POST SAVASANA JACKET,4.0
13835,THE DRIVER LS,THE DRIVER LS,3.0
13836,POWER Y TANK,POWER Y TANK*G*CUPS,3.0
13837,SHANTI SURF SHORT,SHANTI SURF SHORT,4.0
13838,MENS STUDIO SHORT,M STUDIO SHORT,3.0
13839,HUDDLE AND CUDDLE JACKET,HUDDLE AND CUDDLE JACKET,1.0
13840,FRONT RACER II,FRONT RACER II,2.0
13841,RUN SPEED SHORT,RUN:SPEED SHORT*GH,4.0
13842,BE STILL PANT,BE STILL PANT*G,3.0
13843,CONDUCT SS V,CONDUCT SS V,2.0
13844,RUN TRACK ATTACK SKIRT,RUN TRACK ATTACK SKIRT,1.0
13845,SPRINT ZIP,SPRINT ZIP,2.0
13846,BOARD SHORT,BOARD SHORT *LIGHT,3.0
13847,INSPIRE TANK,INSPIRE TANK,1.0
13848,STAY HOT KEEP COLD BOTTLE - 19OZ,STAY HOT KEEP COLD 19OZ - TWO TONE BLOCK SW,1.0
13849,TRAIN WITH STRENGTH CROP,TRAIN WITH STRENGTH CROP,3.0
13850,ANGELA TEST ACC MASTER STYLE,SLIPLESS HEADBAND,1.0
13851,WUNDER UNDER HI-RISE 78 TIGHT,WUNDER UNDER HR 7/8 TIGHT ASIA CNY,2.0
13852,SHAPE UP JACKET,SHAPE UP JACKET*G,3.0
13853,TRAINER PANT,TRAINER JACKET,2.0
13854,SHAPE UP JACKET,SHAPE UP JACKET,3.0
13855,WOMEN'S TECHLOOM ASCEND,WOMEN'S TECHLOOM ASCEND - EXCLUSIVE,3.0
13856,MENS BBB TANK,M BBB TANK,1.0
13857,WRAP STAR,WRAP STAR,4.0
13858,ALIGN MAT,ALIGN MAT,3.0
13859,SIGG .6L WATER BOTTLE,SIGG .6L WATER BOTTLE,3.0
13860,PERFECT PRACTICE PANT,PERFECT PRACTICE PANT,3.0
13861,PERFECT PRANA PANT,PERFECT PRANA PANT,4.0
13862,WOMEN'S TECHLOOM PHANTOM,WOMEN'S TECHLOOM PHANTOM- GLOW,3.0
13863,MESH HEADWRAP,MESH HEADWRAP,1.0
13864,TRUE NORTH TANK,TRUE NORTH TANK WL,3.0
13865,SPORT T,SPORT T,2.0
13866,POST GAME JACKET,POST GAME JACKET,2.0
13867,TRACK LEADER DRESS,TRACK LEADER DRESS,2.0
13868,Square Shirt,SQUARE SHIRT,3.0
13869,FLARE TANK,FLARE TANK,3.0
13870,SCUBA HOODIE IV LNY 19,SCUBA HOODIE IV LNY PRINT,2.0
13871,RUN CATCH ME TANK,RUN: CATCH ME TANK,3.0
13872,FLY TECH LS TEE,FLY TECH LS TEE DOUBLE DIP TD,2.0
13873,ANYTIME DRESS,ANYTIME DRESS,2.0
13874,Sleek Vest,SLEEK VEST,3.0
13875,RUN:ACTIVA VEST LGT,RUN:ACTIVA VEST LGT,4.0
13876,SHADE JACKET,SHADE JACKET,1.0
13877,KAHUNA PANT,KAHUNA PANT,3.0
13878,END STATE SCARF,END STATE SCARF,1.0
13879,TRAIN TIMES 7/8 PANT,TRAIN TIMES 7/8 PANT ES DOUBLE BUM,2.0
13880,SWEAT HAPPENS LINER BAGS,SWEAT HAPPENS LINER BAGS,2.0
13881,FLIP YOUR DOG LS TEE,FLIP YOUR DOG LS TEE BURNOUT,3.0
13882,Triangle Bra,TRIANGLE BRA,2.0
13883,ALL SPORT BRA III,ALL SPORT BRA HR,2.0
13884,CORE SET BRA,CORE SET BRA,4.0
13885,PLAY FREELY DRESS,PLAY FREELY DRESS,2.0
13886,PRESTA JERSEY,PRESTA JERSEY,1.0
13887,STUDIO 1/2 ZIP,STUDIO 1/2 ZIP,2.0
13888,FOCUS HENLEY,FOCUS HENLEY,3.0
13889,RUN AROUND LS,RUN AROUND LS,2.0
13890,LET'S GET VISIBLE HOODIE,LETS GET VISIBLE HOODIE,3.0
13891,E-COMMERCE TAX,E-COMMERCE TAX,2.0
13892,GROOVY RUN SHORT,RUN: GROOVY RUN SHORTS,3.0
13893,VITE VITE RUN TOQUE,VITE VITE RUN TOQUE,3.0
13894,BLISSED OUT LEG WARMERS,BLISSED OUT LEGWARMER,3.0
13895,SWIFTLY BREATHE MUSCLE TANK,SWIFTLY BREATHE MUSCLE CROP TANK CITY MELBOURNE,1.0
13896,FUEL YOUR SPEED HR CROP 17IN,FUEL YOUR SPEED HR CROP 17IN,3.0
13897,PLEAT THE GAME SS TEE,PLEAT THE GAME SS TEE,1.0
13898,CABIN YOGI PANT,CABIN YOGI PANT,3.0
13899,DAILY TANK,DAILY TANK,1.0
13900,RUE BOHEME BRA,RUE BOHEME BRA WL,3.0
13901,METAL VENT TECH SHORT SLEEVE,METAL VENT TECH SS SEAWHEEZE,2.0
13902,BREATH OF FIRE SHORT,BREATH OF FIRE SHORT,3.0
13903,PINNACLE JACKET,PINNACLE JACKET,3.0
13904,VOLLEYBALL VISOR,VOLLEYBALL VISOR BVB,2.0
13905,GLASS SPORTS BOTTLE,GLASS SPORTS BOTTLE,2.0
13906,GO WITH THE FLOW BAG,GO WITH THE FLOW BAG,1.0
13907,FLUFF OFF JACKET,FLUFF OFF JACKET,3.0
13908,Isar S Bag,ISAR S BAG,1.0
13909,CITY SWEAT PULLOVER HOODIE Q118,CITY SWEAT PULLOVER HOODIE *SSF,3.0
13910,RUN SPEED SQUAD TANK,RUN: SPEED SQUAD TANK,1.0
13911,WUNDER UNDER CROP,WUNDER UNDER CROP SILVER,2.0
13912,CUDDLE ME JACKET,CUDDLE ME JACKET,3.0
13913,FIND YOUR MANTRA HOODIE,FIND YOUR MANTRA HOODIE,4.0
13914,RUN:BACK ON TRACK LS TECH,RUN:BACK ON TRACK LS TECH,2.0
13915,EBB AND FLOW BRA,EBB AND FLOW RACERBACK BRA,3.0
13916,PETRICHOR PONCHO,PETRICHOR PONCHO,1.0
13917,KEEP ON RUNNING DUFFEL,KEEP ON RUNNING DUFFEL,4.0
13918,STAMINA PANT,STAMINA PANT,3.0
13919,TRACK TEE,TRACK TEE,3.0
13920,PROTEAN LS,PROTEAN LS REFLECT ART,2.0
13921,SMELLS LIKE ROSES LS,SMELL LIKE ROSES LIGHT,4.0
13922,HIGH TIMES PANT,HIGH TIMES PANT OMBRE,4.0
13923,DOUBLE PLAY HEADBAND,DOUBLE PLAY HEADBAND,1.0
13924,SUN SALUTATION TANK,SUN SALUTATION TANK,3.0
13925,5 YEAR BASIC T,5 YEAR BASIC T WANDERLUST,3.0
13926,LAB NIGHT TIGHT,LAB NIGHT TIGHT,2.0
13927,HIP HALTER TANK,HIP HALTER TANK,1.0
13928,TIED AND TRUE TEE,TIED AND TRUE TEE,3.0
13929,WINTER SURF PANT,WINTER SURF PANT,4.0
13930,ON THE GO EAR WARMER,ON THE GO EAR WARMER,2.0
13931,DRILL SPORTS BRA,DRILL SPORT TOP,2.0
13932,GROOVE PANT,GROOVE DOWN PANT,3.0
13933,ALIGN PANT II - LINER,ALIGN 7/8 PANT *ASIA,1.0
13934,HOME STRETCH CREW,HOME STRETCH CREW,3.0
13935,WANDERING YOGI HALTER,ALIGHT HALTER,3.0
13936,WINTER RUN JACKET,WINTER RUN JACKET*G,2.0
13937,TOP SPEED BRA,TOP SPEED BRA,2.0
13938,HALF TIME STRIPES,HALF TIME STRIPES,3.0
13939,ICONIC WRAP,ICONIC WRAP ORG,3.0
13940,ASTRO WUNDER UNDER CROP,ASTRO WUNDER UNDER CROP II,2.0
13941,PACE TECH SS,PACE TECH S/S,3.0
13942,COASTAL JACKET,COASTAL JACKET,4.0
13943,BLISSED OUT JACKET,BLISSED OUT JACKET,3.0
13944,RUN PACE SETTER CROP,RUN: PACE-SETTER CROP,4.0
13945,MUSCLE TANK,MUSCLE TANK,3.0
13946,RUN FROM WORK BACKPACK,RUN FROM WORK BACKPACK,2.0
13947,ARTISTRY IN FLIGHT TANK,ARTISTRY IN FLIGHT TANK,2.0
13948,FLY TECH SS TEE,FLY TECH SS TEE SPACE DYE,4.0
13949,ICE QUEEN 7/8 TIGHT,ICE QUEEN 7/8 TIGHT,2.0
13950,FAST AND FREE HR 78 TIGHT,FAST AND FREE 7/8 TIGHT ASIA CNY,1.0
13951,SUNSETTING SHORT,SUNSETTING SHORT ES,4.0
13952,WRAP ME UP WRAP,WRAP ME UP WRAP,1.0
13953,CONTOURED CURVES SS,CONTURED CURVE SS,1.0
13954,FLY TECH LS TEE,FLY TECH LS TEE HOUNDSTOOTH,3.0
13955,KEEPURCOOL SKIRT,KEEPURCOOL SKIRT,1.0
13956,SNOW AMAZING TOQUE,SNOW AMAZING TOQUE SHERPA,2.0
13957,GROOVE PANT SNEAKR,GRVPT*SNEAKR*RFL*B,2.0
13958,LUX GYM BAG,LUX GYM BAG,1.0
13959,FAR REACH JACKET,FAR REACH JACKET,2.0
13960,DO THE TWIST CROP TANK*APAC FA19,DO THE TWIST CROP TANK,2.0
13961,ALTITUDE LS,ALTITUDE LS,3.0
13962,POWER Y TANK,POWER Y TANK*SD,3.0
13963,FUTURE VARSITY TANK,FUTURE VARSITY TANK,3.0
13964,EIGHT COUNT TANK,EIGHT COUNT TANK,2.0
13965,CUT THE CROP,CUT THE CROP,1.0
13966,SOJOURN BOMBER,SOJOURN BOMBER - BARRY,3.0
13967,MARATHON CROP,RUN: A MARATHON CROP,3.0
13968,CHENET LONG SLEEVE,CHENET LONG SLEEVE,1.0
13969,GET IT ON DRESS,GET IT ON DRESS,1.0
13970,PERFECT SPORT SHORT,PERFECT SPORT SHORT,3.0
13971,ACE ADVANTAGE DRESS,ACE ADVANTAGE DRESS,2.0
13972,GET LOUD TANK,GET LOUD TANK,2.0
13973,BLISS BREAK HOODIE,BLISS BREAK HOODIE,3.0
13974,RUN: SWIFTLY TECH LS CREW,SWIFTLY LS CREW FINGER PRINT *SEAWHEEZE,2.0
13975,TONE IT TANK,TONE IT TANK,3.0
13976,FLEX TECH,FLEX TECH,3.0
13977,UNKNOWN,XPRNTL*THE REVERSIBLE MAT 5MM,1.0
13978,Extend Crop,EXTEND CROP,2.0
13979,EMBRACE TANK,EMBRACE TANK,2.0
13980,MORNING MATCH SS,MORNING MATCH SS,3.0
13981,MIND OVER MILES CROP,MIND OVER MILES CROP - FULLUX,2.0
13982,CATCH ME IF YOU CAN SKIRT,CATCH ME IF YOU CAN SKIRT,2.0
13983,GET DOWN CROP,GET DOWN CROP II,3.0
13984,UP TO SNOW GOOD PULLOVER,UP TO SNOW GOOD PULLOVER,4.0
13985,RUN: SWIFTLY TECH SS CREW,RUN: SWIFTLY TECH SS - TONKA STRIPE,3.0
13986,FACTOR SS,FACTOR SS - ABSTRACT COURT,2.0
13987,PLEAT THE HEAT SKIRT,PLEAT THE HEAT SKIRT,3.0
13988,RISE ABOVE SHORT,RISE ABOVE SHORT,1.0
13989,FUTBOL PANT,FUTBOL PANT,2.0
13990,TRACKER JACKET,TRACKER JACKET,3.0
13991,RUN QUICK TECH SL,RUN:QUICK TECH S/L *G,4.0
13992,RUNDER UNDER TIGHT,RUNDER UNDER TIGHT,3.0
13993,Cec Moselle,CEC MOSELLE,1.0
13994,RAPID TECH,RAPID TECH,3.0
13995,NON-STOP CREW,NON-STOP CREW,1.0
13996,WDW BOXER BRIEF,WDW BOXER BRIEF,3.0
13997,HANDSPRING WITH HEART BODYSUIT,HANDSPRING WITH HEART BODYSUIT,3.0
13998,METAL CAMO TENSIL SS,METAL CAMO TENSILE SS,2.0
13999,RUN: SWIFTLY TECH SS SCOOP,SWIFTLY TECH SS SCOOP SPACE DYE XSTATIC,4.0
14000,SHANTI SURF RASHGUARD,SHANTI SURF RASHGUARD,2.0
14001,FLOW Y BRA *NULU,FLOW Y BRA II*G,3.0
14002,WHAT THE FLUFF VEST,WHAT THE FLUFF PULLOVER,4.0
14003,5 YEAR BASIC V,5 YEAR BASIC V*WL,4.0
14004,METAL VENT TECH SS 2.0,METAL VENT TECH SS *CHI,3.0
14005,PUFFECTION VEST,PUFFECTION VEST,3.0
14006,WUNDER UNDER CROP,WUNDER GROOVE CROP,4.0
14007,STREET TO STUDIO JACKET,STREET TO STUDIO JKT,4.0
14008,HEATWAVE SWIM BOTTOM,HEATWAVE SWIM BOTTOM,4.0
14009,ERMERALD LS SSF,ERMERALD LS SSF,3.0
14010,FRISKY BRISK RUN TOQUE,FRISKY BRISK RUN TOQUE,1.0
